mal_id,title_english,title_japanese,title_synonyms,genres_1,genres_2,genres_3,genres_4,genres_5,explicit_genres_1,explicit_genres_2,explicit_genres_3,explicit_genres_4,explicit_genres_5,demographics_1,demographics_2,demographics_3,themes_1,themes_2,themes_3,genres_6,genres_7,genres_8,themes_4
676,InuYasha,犬夜叉,/Inu-Yasha/Inu Yasha,Adventure,Comedy,Drama,Fantasy,Romance,nil,nil,nil,nil,nil,Shounen,nil,nil,Demons,Historical,nil,Supernatural,,,
132214,Omniscient Reader,전지적 독자 시점,/Omniscient Reader's Viewpoint/Jeonji-jeok Dokja Sijeom,Action,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
682,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
1349,07-Ghost,07-GHOST,/7 Ghosts/Seven Ghosts,Action,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,Josei,nil,nil,Demons,Military,nil,,,,
662,3x3 Eyes,3×3 EYES,/Sazan Eyes,Action,Adventure,Drama,Fantasy,Supernatural,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
35013,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
75,Ai yori Aoshi,藍より青し,/Bluer than Indigo,Comedy,Drama,Romance,Ecchi,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Harem,nil,nil,,,,
3033,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
23052,nil,AKB49〜恋愛禁止条例〜,/AKB49: The Rules Against Love,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Gender Bender,Music,School,,,,
766,The Devil Does Exist,悪魔で候,/The Devil Beside Me/Lovely Devil/Flying Rabbit/July,Comedy,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
11544,Aphorism,アホリズム,nil,Action,Fantasy,Horror,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,nil,Psychological,School,nil,,,,
35721,nil,AREA D 異能領域,nil,Action,Drama,Supernatural,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Super Power,nil,nil,,,,
51235,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
83,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
627,B.O.D.Y.,B.O.D.Y.,/BODY/Saa Kyou mo Gakkou da,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
11977,nil,バンビ～ノ！,nil,Drama,Gourmet,Slice of Life,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
3713,Bartender,バーテンダ,nil,Drama,Gourmet,Slice of Life,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
145,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
634,Crimson Hero,紅色HERO,"/""Second""/Sugar/Beniiro Capsule",Drama,Romance,Sports,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
20242,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
40,Black Cat,BLACK CAT,/Stray Cat,Action,Adventure,Comedy,Fantasy,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
670,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
4329,nil,僕達は知ってしまった,/We Experienced the Affair/A Romantic Love Story,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
1111,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
35171,"See, Hear, Love",보지 못하고 듣지 못하고 사랑해,nil,Comedy,Drama,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
1397,Chi's Sweet Home,チーズスイートホーム,nil,Comedy,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
19094,Corpse Party: Blood Covered,コープスパーティー BloodCovered,nil,Drama,Horror,Mystery,Romance,Supernatural,nil,nil,nil,nil,nil,Shounen,nil,nil,Psychological,School,nil,,,,
2435,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
843,nil,華麗なる食卓,/Addicted to Curry,Comedy,Gourmet,Romance,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
13748,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
755,Video Girl Ai,電影少女,/Video Girl Len,Drama,Romance,Sci-Fi,Supernatural,Ecchi,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
26178,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
796,Dr. Slump,Dr. スランプ,/Dr. Slump and Arale-Chan,Comedy,Sci-Fi,Slice of Life,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
12586,Cage of Eden,エデンの檻,nil,Action,Adventure,Fantasy,Ecchi,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
114,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
93595,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
895,Full Metal Panic! Sigma,フルメタル・パニック! Σ,nil,Action,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Mecha,Military,nil,,,,
15167,nil,GAMBLE FISH,nil,Mystery,Ecchi,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Game,Harem,Psychological,,,,School
19,GetBackers,GetBackers -奪還屋-,/Get Backers: Dakkan-ya,Action,Comedy,Drama,Mystery,Supernatural,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,Ecchi,,,
6978,Legend of the Galactic Heroes,銀河英雄伝説,/LoGH/LotGH/GinEiDen,Action,Adventure,Drama,Sci-Fi,nil,nil,nil,nil,nil,nil,nil,nil,nil,Military,Space,nil,,,,
649,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
1009,Honey and Clover,ハチミツとクローバー,/HachiKuro/Honey & Clover/Sora no Kotori/Hoshi no Opera/HoneyClo,Comedy,Drama,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,Josei,nil,nil,nil,nil,nil,,,,
12395,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
11597,The Earl and The Fairy,伯爵と妖精,/The Count and the Fairy,Fantasy,Romance,Supernatural,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
12269,nil,ハンマーセッション！,nil,Action,Comedy,Ecchi,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,
57,Hana-Kimi: For You in Full Blossom,花ざかりの君たちへ,/HanaKimi/The Thirsty Moon/The Cage of Summer/Natsu no Ori/Kawaki no Tsuki,Comedy,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,Gender Bender,School,nil,,,,
3284,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
11156,AiON,碧海のAiON,nil,Fantasy,Mystery,Romance,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Demons,School,nil,,,,
30381,nil,ヘルズキッチン,nil,Comedy,Gourmet,Supernatural,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
20,Hikaru no Go,ヒカルの碁,nil,Comedy,Drama,Supernatural,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Game,nil,nil,,,,
27231,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
32097,Chaika: The Coffin Princess,棺姫〈ひつぎ〉のチャイカ,/Hitsugi Hime no Chaika/Hitsugime no Chaika,Action,Adventure,Comedy,Fantasy,Romance,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
17394,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
970,The Drifting Classroom,漂流教室,nil,Horror,Mystery,Sci-Fi,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
45,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
25210,nil,いつか天魔の黒ウサギ,/Itsuka Tenma no Kuro-Usagi/A Dark Rabbit Has Seven Lives/Itsuten,Fantasy,Horror,Romance,Supernatural,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Vampire,nil,nil,,,,
16815,Itsuwaribito,いつわりびと◆空◆,/Itsuwaribito Sora,Action,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
379,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
7378,Strobe Edge,ストロボ・エッジ,/Colorless Dreamer,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
11767,Say I Love You.,好きっていいなよ。,/Sukitte Ii na yo.,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
14738,nil,アネ☆モネ生花店 ~南マキ傑作短編集~,/Minami Maki Kessaku Tanpenshuu/Ane☆Mone Flower Shop/Anemone Seikaten/Batsu-san/Batsusan/Everyday Treasures/Day Dream Biriba/Day Dream Beliver,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
42707,Honey So Sweet,honey,/Emery Sugar/Granulated Sugar,Comedy,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
4600,nil,otona♡pink,nil,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
30,Ouran High School Host Club,桜蘭高校ホスト部,/OHSHC/Romantic Egoist,Comedy,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,Gender Bender,School,nil,,,,
6624,nil,絶対平和大作戦,/Peace at Any Price/The Absolute Strategy of Peace,Comedy,Drama,Fantasy,Romance,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
44489,Land of the Lustrous,宝石の国,nil,Action,Drama,Fantasy,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
14369,nil,つぐもも,nil,Action,Comedy,Supernatural,Ecchi,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,School,nil,nil,,,,
110727,Gigant,GIGANT,nil,Drama,Romance,Sci-Fi,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
869,Zatch Bell!,金色のガッシュ!!,/Konjiki no Gash Bell!!,Action,Adventure,Comedy,Supernatural,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
19262,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
31,Love★Com,ラブ★コン,/Love Com Plus/Lovely Complex Plus,Comedy,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
28825,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
17152,nil,ONE PIECE STRONG WORLD,/One Piece Volume 0/One Piece Chapter 0,Action,Adventure,Comedy,Fantasy,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Super Power,nil,nil,,,,
422,The Wallflower: Yamatonadeshiko Shichihenge,ヤマトナデシコ七変化♥,/My Fair Lady/Sunako of Many Forms/Perfect Girl Evolution/YamaNade,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
3938,Gakuen Prince,学園王子,nil,Comedy,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,Gender Bender,School,nil,,,,
3220,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
14236,nil,LOVE SO LIFE,nil,Comedy,Drama,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
23688,nil,マイルノビッチ,/Mairu no Bitch/Mairu no Vich/Nazuna ga Ireba Daijoubu!!,Comedy,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
35573,orange,orange,/Haru-iro Astronaut/Spring-Colored Astronaut/orange: Mirai/orange: future,Drama,Romance,Sci-Fi,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
16761,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
1242,nil,グッドモーニング・コール,/Kare to Kanojo ni Hanataba wo/His and Her Fortune Bouquet,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
9122,nil,恋したがりのブルー,/Koi Shita Gari no Blue/Koishi Tagari no Blue/Love Me Blue/Beloved Blue Wishes/I Want to Love You/Blue,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
19984,nil,내 남친은 뱀파이어,nil,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,Gender Bender,School,nil,,,,
1414,nil,SKET DANCE,nil,Comedy,Drama,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,
11327,nil,ONE OUTS,nil,Sports,nil,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Psychological,nil,nil,,,,
114745,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
112115,Act-age,アクタージュ act-age,nil,Drama,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
55377,Kasane,累－かさね－,/Rui,Drama,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Psychological,nil,nil,,,,
1741,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
130806,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
106810,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
23627,nil,弱虫ペダル,/Weak Pedals,Comedy,Drama,Sports,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
1598,Kuro Gane,黒鉄〈KUROGANE〉,/Black Steel,Action,Drama,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Historical,Samurai,nil,,,,
915,nil,ROOKIES,nil,Comedy,Drama,Slice of Life,Sports,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,
89241,Enra in Hell,地獄のエンラ,nil,Comedy,Romance,Supernatural,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
67357,Defying Kurosaki-kun,黒崎くんの言いなりになんてならない,nil,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
16794,L♥DK,L♥DK,nil,Comedy,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
5169,Peach Heaven,桃色ヘヴン!,/Peach Colored Heaven!/Pink Heaven!/Snap Beads,Comedy,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
63725,nil,菜の花の彼－ナノカノカレ－,/Na no Hana no Kare,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
89217,"Love Me, Love Me Not",思い、思われ、ふり、ふられ,/Love/Be Loved/Leave/Be Left,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
67951,Harem in the desert,砂漠のハレム,/Watashi no Oinari-sama/Canvas wa Koto no Ha/Youkai Familiar/Kokoro Note,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
88987,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
1814,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
67467,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
48825,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
49189,nil,あかいいと,/Akai Ito,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
41063,nil,あくまで恋しよう,/I'll fall in love with devil./Akuma de Koishiyou,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
47573,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
34133,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
24550,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
12123,Crimson-Shell,Crimson-Shell,/Rose Witch - Crimson Shell,Action,Drama,Fantasy,Mystery,Romance,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,Supernatural,,,
10946,nil,サイボーイ -改造少年-,/Psi Boy/Cyborg Boy/Saiboi/Sai Boy,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
35587,nil,だって、君が笑うから。,/Datte Kimi ga Warau kara,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
39429,nil,ダブルベイビー,/Fuusen Pierrot/Kemonomichi no Susume!!,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
79395,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
684,nil,覇王♥愛人,/Honey Honey Boy: He Is a Sweet Temptation/Kare wa Amai Yuuwaku,Action,Drama,Mystery,Romance,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
54941,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
645,Happy Hustle High,H³スクール!,/H3 School,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
10255,nil,委員長の秘メゴト,/The Committee Chairman's Secret,Comedy,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
49473,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
21858,nil,彼氏年下系。,/Kareshi Toshishitakei/Gyakuten Barentain/Kimi ga Hajimete,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
46738,nil,ケダモノ彼氏,/Beast Boyfriend/He Is a Beast,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
21424,Can't stop falling in love with you.,キミと恋の途中,/Kirameki☆Lucky Charm/Kirakira 17,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
79987,nil,キスで誓約,nil,Comedy,Fantasy,Romance,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
13111,nil,恋、ひらり,/Love/Lightly,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
15206,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
997,nil,パフェちっく！,/Frill/Happy shiteru?/Are you Happy?,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,
43465,nil,ぷちっとはじけた、,nil,Boys Love,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
57345,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
14922,nil,失楽園,/Paradise Lost,Action,Comedy,Drama,Fantasy,Girls Love,nil,nil,nil,nil,nil,Shounen,nil,nil,Harem,School,nil,,,,
47549,nil,True Love,nil,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,
37109,Prophecy,予告犯,/Advanced Notice Criminal/Previously Noted Crimes,Mystery,nil,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Police,nil,nil,,,,
132247,A Returner's Magic Should Be Special,귀환자의 마법은 특별해야 합니다,/Gwihwan-jaui Mabeop-eun Teukbyeol-haeya Hamnida,Action,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,
74697,Re:ZERO -Starting Life in Another World-,Re：ゼロから始める異世界生活,/ReZero/Re: Life in a different world from zero,Drama,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
126287,Frieren: Beyond Journey's End,葬送のフリーレン,/Frieren at the Funeral,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
130216,nil,도굴왕,/Dogul-wang,Action,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
133641,Villains Are Destined to Die,악역의 엔딩은 죽음뿐,/Death Is the Only Ending for the Villainess/Agyeok-ui Ending Jugeum-ppun,Drama,Fantasy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
121269,nil,어느 날 공주가 되어버렸다,/Eoneu Nal Gongjuga Doeeo Beoryeotda/Suddenly Became A Princess One Day,Comedy,Fantasy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
122267,Ms. Onizuka & Mr. Sawarida,鬼塚ちゃんと触田くん,/Onizuka-chan and Sawarida-kun,Comedy,Romance,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Demons,School,nil,,,,
117133,Samurai 8: The Tale of Hachimaru,サムライ8 八丸伝,/Samurai Eight,Action,Sci-Fi,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Samurai,nil,nil,,,,
58203,nil,進撃の巨人 0巻,/Shingeki no Kyojin One-shot/Shingeki no Kyojin Prototype/Attack on Titan Volume 0,Action,Drama,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Military,nil,nil,,,,
85941,The Legendary Hero Is Dead!,勇者が死んだ！ 村人の俺が掘った落とし穴に勇者が落ちた結果,/The Hero Is Dead! The Hero Fell Into the Trap That a Villager Dug For the Village.,Action,Adventure,Comedy,Fantasy,Ecchi,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
131843,Unholy Blood,화이트 블러드,nil,Action,Romance,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Vampire,nil,nil,,,,
119024,A Good Day to Be a Dog,오늘도 사랑스럽개,/Lovely Again Today/Oneuldo Sarangseureopgae,Comedy,Drama,Romance,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
112483,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
113671,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
120875,Your Letter,연의 편지,/Yeon-ui Pyeonji/Yeon's Letter,Adventure,Drama,Mystery,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,
119656,nil,父は英雄、母は精霊、娘の私は転生者。,/Dad is a Hero/Mom is a Spirit/I'm a Reincarnator,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,
85205,nil,Only Sense Online -オンリーセンス・オンライン-,nil,Action,Fantasy,Sci-Fi,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Game,nil,nil,,,,
115917,My Isekai Life,転生賢者の異世界ライフ ～第二の職業を得て、世界最強になりました～,nil,Action,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
129370,Burn the Witch,BURN THE WITCH,nil,Action,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
114548,Edens Zero,EDENS ZERO,nil,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
114701,nil,FAIRY TAIL 100 YEARS QUEST,nil,Action,Adventure,Comedy,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,
23208,nil,ロック・リーの青春フルパワー忍伝,/Rock Lee no Seishun Special/Rock Lee's Springtime of Youth/Rock Lee and His Ninja Pals,Action,Comedy,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Martial Arts,Parody,Super Power,,,,
26373,Dragon Ball: Episode of Bardock,ドラゴンボール エピソード オブ バーダック,nil,Action,Adventure,Sci-Fi,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Martial Arts,Super Power,nil,,,,
64565,nil,『FAIRY TAIL』＆『七つの大罪』合作漫画,/Fairy Tail x The 7 Deadly Sins Christmas Special,Action,Comedy,Fantasy,Ecchi,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Super Power,nil,nil,,,,
32409,nil,鋼の錬金術師プロトタイプ,/Hagane no Renkinjutsushi: Prototype,Action,Adventure,Comedy,Drama,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,
